Code,County,State,code2,date,confirmed,deaths
48029,Bexar County,TX,48,1/22/2020,0,0
48029,Bexar County,TX,48,1/23/2020,0,0
48029,Bexar County,TX,48,1/24/2020,0,0
48029,Bexar County,TX,48,1/25/2020,0,0
48029,Bexar County,TX,48,1/26/2020,0,0
48029,Bexar County,TX,48,1/27/2020,0,0
48029,Bexar County,TX,48,1/28/2020,0,0
48029,Bexar County,TX,48,1/29/2020,0,0
48029,Bexar County,TX,48,1/30/2020,0,0
48029,Bexar County,TX,48,1/31/2020,0,0
48029,Bexar County,TX,48,2/1/2020,0,0
48029,Bexar County,TX,48,2/2/2020,0,0
48029,Bexar County,TX,48,2/3/2020,0,0
48029,Bexar County,TX,48,2/4/2020,0,0
48029,Bexar County,TX,48,2/5/2020,0,0
48029,Bexar County,TX,48,2/6/2020,0,0
48029,Bexar County,TX,48,2/7/2020,0,0
48029,Bexar County,TX,48,2/8/2020,0,0
48029,Bexar County,TX,48,2/9/2020,0,0
48029,Bexar County,TX,48,2/10/2020,0,0
48029,Bexar County,TX,48,2/11/2020,0,0
48029,Bexar County,TX,48,2/12/2020,0,0
48029,Bexar County,TX,48,2/13/2020,0,0
48029,Bexar County,TX,48,2/14/2020,0,0
48029,Bexar County,TX,48,2/15/2020,0,0
48029,Bexar County,TX,48,2/16/2020,0,0
48029,Bexar County,TX,48,2/17/2020,0,0
48029,Bexar County,TX,48,2/18/2020,0,0
48029,Bexar County,TX,48,2/19/2020,0,0
48029,Bexar County,TX,48,2/20/2020,0,0
48029,Bexar County,TX,48,2/21/2020,0,0
48029,Bexar County,TX,48,2/22/2020,0,0
48029,Bexar County,TX,48,2/23/2020,0,0
48029,Bexar County,TX,48,2/24/2020,0,0
48029,Bexar County,TX,48,2/25/2020,0,0
48029,Bexar County,TX,48,2/26/2020,0,0
48029,Bexar County,TX,48,2/27/2020,0,0
48029,Bexar County,TX,48,2/28/2020,0,0
48029,Bexar County,TX,48,2/29/2020,0,0
48029,Bexar County,TX,48,3/1/2020,0,0
48029,Bexar County,TX,48,3/2/2020,0,0
48029,Bexar County,TX,48,3/3/2020,0,0
48029,Bexar County,TX,48,3/4/2020,0,0
48029,Bexar County,TX,48,3/5/2020,0,0
48029,Bexar County,TX,48,3/6/2020,0,0
48029,Bexar County,TX,48,3/7/2020,0,0
48029,Bexar County,TX,48,3/8/2020,0,0
48029,Bexar County,TX,48,3/9/2020,0,0
48029,Bexar County,TX,48,3/10/2020,0,0
48029,Bexar County,TX,48,3/11/2020,0,0
48029,Bexar County,TX,48,3/12/2020,0,0
48029,Bexar County,TX,48,3/13/2020,0,0
48029,Bexar County,TX,48,3/14/2020,1,0
48029,Bexar County,TX,48,3/15/2020,3,0
48029,Bexar County,TX,48,3/16/2020,3,0
48029,Bexar County,TX,48,3/17/2020,3,0
48029,Bexar County,TX,48,3/18/2020,4,0
48029,Bexar County,TX,48,3/19/2020,6,0
48029,Bexar County,TX,48,3/20/2020,12,0
48029,Bexar County,TX,48,3/21/2020,22,0
48029,Bexar County,TX,48,3/22/2020,24,0
48029,Bexar County,TX,48,3/23/2020,57,1
48029,Bexar County,TX,48,3/24/2020,69,1
48029,Bexar County,TX,48,3/25/2020,84,3
48029,Bexar County,TX,48,3/26/2020,113,5
48029,Bexar County,TX,48,3/27/2020,120,5
48029,Bexar County,TX,48,3/28/2020,140,5
48029,Bexar County,TX,48,3/29/2020,157,5
48029,Bexar County,TX,48,3/30/2020,168,5
48029,Bexar County,TX,48,3/31/2020,207,9
48029,Bexar County,TX,48,4/1/2020,229,9
48029,Bexar County,TX,48,4/2/2020,254,9
48029,Bexar County,TX,48,4/3/2020,342,9
48029,Bexar County,TX,48,4/4/2020,384,9
48029,Bexar County,TX,48,4/5/2020,410,11
48029,Bexar County,TX,48,4/6/2020,456,12
48029,Bexar County,TX,48,4/7/2020,492,12
48029,Bexar County,TX,48,4/8/2020,554,18
48029,Bexar County,TX,48,4/9/2020,615,20
48029,Bexar County,TX,48,4/10/2020,665,22
48029,Bexar County,TX,48,4/11/2020,723,24
48029,Bexar County,TX,48,4/12/2020,772,27
48029,Bexar County,TX,48,4/13/2020,794,27
48029,Bexar County,TX,48,4/14/2020,794,33
48029,Bexar County,TX,48,4/15/2020,890,33
48029,Bexar County,TX,48,4/16/2020,918,37
48029,Bexar County,TX,48,4/17/2020,959,37
48029,Bexar County,TX,48,4/18/2020,959,37
48029,Bexar County,TX,48,4/19/2020,1015,38
48029,Bexar County,TX,48,4/20/2020,1015,39
48029,Bexar County,TX,48,4/21/2020,1029,39
48029,Bexar County,TX,48,4/22/2020,1080,39
48029,Bexar County,TX,48,4/23/2020,1126,39
48029,Bexar County,TX,48,4/24/2020,1167,43
48029,Bexar County,TX,48,4/25/2020,1195,43
48029,Bexar County,TX,48,4/26/2020,1231,43
48029,Bexar County,TX,48,4/27/2020,1254,43
48029,Bexar County,TX,48,4/28/2020,1275,44
48029,Bexar County,TX,48,4/29/2020,1307,44
48029,Bexar County,TX,48,4/30/2020,1326,46
48029,Bexar County,TX,48,5/1/2020,1374,47
48029,Bexar County,TX,48,5/2/2020,1477,48
48029,Bexar County,TX,48,5/3/2020,1585,48
48029,Bexar County,TX,48,5/4/2020,1613,48
48029,Bexar County,TX,48,5/5/2020,1652,48
48029,Bexar County,TX,48,5/6/2020,1677,52
48029,Bexar County,TX,48,5/7/2020,1761,53
48029,Bexar County,TX,48,5/8/2020,1805,54
48029,Bexar County,TX,48,5/9/2020,1835,56
48029,Bexar County,TX,48,5/10/2020,1901,56
48029,Bexar County,TX,48,5/11/2020,1901,56
48029,Bexar County,TX,48,5/12/2020,1920,57
48029,Bexar County,TX,48,5/13/2020,1942,57
48029,Bexar County,TX,48,5/14/2020,1976,58
48029,Bexar County,TX,48,5/15/2020,2041,59
48029,Bexar County,TX,48,5/16/2020,2120,62
48029,Bexar County,TX,48,5/17/2020,2120,62
48029,Bexar County,TX,48,5/18/2020,2120,62
48029,Bexar County,TX,48,5/19/2020,2192,62
48029,Bexar County,TX,48,5/20/2020,2278,62
48029,Bexar County,TX,48,5/21/2020,2322,63
48029,Bexar County,TX,48,5/22/2020,2371,64
48029,Bexar County,TX,48,5/23/2020,2392,66
48029,Bexar County,TX,48,5/24/2020,2418,66
48029,Bexar County,TX,48,5/25/2020,2442,69
48029,Bexar County,TX,48,5/26/2020,2449,69
48029,Bexar County,TX,48,5/27/2020,2480,69
48029,Bexar County,TX,48,5/28/2020,2525,70
48029,Bexar County,TX,48,5/29/2020,2583,71
48029,Bexar County,TX,48,5/30/2020,2636,72
48029,Bexar County,TX,48,5/31/2020,2825,73
48029,Bexar County,TX,48,6/1/2020,2830,74
48029,Bexar County,TX,48,6/2/2020,2839,75
48029,Bexar County,TX,48,6/3/2020,2882,75
48029,Bexar County,TX,48,6/4/2020,2953,78
48029,Bexar County,TX,48,6/5/2020,3018,78
48029,Bexar County,TX,48,6/6/2020,3143,78
48029,Bexar County,TX,48,6/7/2020,3290,78
48029,Bexar County,TX,48,6/8/2020,3311,78
48029,Bexar County,TX,48,6/9/2020,3333,78
48029,Bexar County,TX,48,6/10/2020,3513,80
48029,Bexar County,TX,48,6/11/2020,3648,80
48029,Bexar County,TX,48,6/12/2020,3840,82
48029,Bexar County,TX,48,6/13/2020,4012,84
48029,Bexar County,TX,48,6/14/2020,4242,88
48029,Bexar County,TX,48,6/15/2020,4393,88
48029,Bexar County,TX,48,6/16/2020,4437,89
48029,Bexar County,TX,48,6/17/2020,4876,89
48029,Bexar County,TX,48,6/18/2020,5142,90
48029,Bexar County,TX,48,6/19/2020,5550,92
48029,Bexar County,TX,48,6/20/2020,5962,96
48029,Bexar County,TX,48,6/21/2020,6344,96
48029,Bexar County,TX,48,6/22/2020,6882,97
48029,Bexar County,TX,48,6/23/2020,7156,97
48029,Bexar County,TX,48,6/24/2020,7467,100
48029,Bexar County,TX,48,6/25/2020,7814,104
48029,Bexar County,TX,48,6/26/2020,8452,104
48029,Bexar County,TX,48,6/27/2020,8857,105
48029,Bexar County,TX,48,6/28/2020,9652,107
48029,Bexar County,TX,48,6/29/2020,10147,109
48029,Bexar County,TX,48,6/30/2020,10797,109
48029,Bexar County,TX,48,7/1/2020,12065,110
48029,Bexar County,TX,48,7/2/2020,12504,111
48029,Bexar County,TX,48,7/3/2020,12878,115
48029,Bexar County,TX,48,7/4/2020,14212,117
48029,Bexar County,TX,48,7/5/2020,14553,122
48029,Bexar County,TX,48,7/6/2020,14751,130
48029,Bexar County,TX,48,7/7/2020,15102,132
48029,Bexar County,TX,48,7/8/2020,15880,137
48029,Bexar County,TX,48,7/9/2020,16725,146
48029,Bexar County,TX,48,7/10/2020,17458,165
48029,Bexar County,TX,48,7/11/2020,17458,166
48029,Bexar County,TX,48,7/12/2020,17458,175
48029,Bexar County,TX,48,7/13/2020,17458,184
48029,Bexar County,TX,48,7/14/2020,17458,195
48029,Bexar County,TX,48,7/15/2020,17458,201
48029,Bexar County,TX,48,7/16/2020,27047,208
48029,Bexar County,TX,48,7/17/2020,27525,229
48029,Bexar County,TX,48,7/18/2020,28633,240
48029,Bexar County,TX,48,7/19/2020,30835,240
48029,Bexar County,TX,48,7/20/2020,31316,257
48029,Bexar County,TX,48,7/21/2020,32896,262
48029,Bexar County,TX,48,7/22/2020,33555,274
48029,Bexar County,TX,48,7/23/2020,34633,283
48029,Bexar County,TX,48,7/24/2020,34932,298
48029,Bexar County,TX,48,7/25/2020,35690,313
48029,Bexar County,TX,48,7/26/2020,36083,322
48029,Bexar County,TX,48,7/27/2020,36438,480
